PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
07-303;SulÍcin Szlachecki;;;Stary LubotyÒ;ostrowski;mazowieckie
55-010;SulÍcin (Szostakowice);;;Siechnice;wroc≥awski;dolnoúlπskie
07-303;SulÍcin W≥oúciaÒski;;;Stary LubotyÒ;ostrowski;mazowieckie
63-023;SulÍcinek;;;Krzykosy;úredzki;wielkopolskie
07-302;SulÍcin-Kolonia;;;OstrÛw Mazowiecka;ostrowski;mazowieckie
83-320;SulÍczyno;;;SulÍczyno;kartuski;pomorskie
83-320;SulÍczyno (Sulecki Borek);;;SulÍczyno;kartuski;pomorskie
83-320;SulÍczyno (ZagÛry);;;SulÍczyno;kartuski;pomorskie
26-415;SulgostÛw;;;KlwÛw;przysuski;mazowieckie
73-210;Suliborek;;;Recz;choszczeÒski;zachodniopomorskie
73-210;SulibÛrz;;;Recz;choszczeÒski;zachodniopomorskie
78-552;SulibÛrz;;;Czaplinek;drawski;zachodniopomorskie
73-155;Sulice;;;WÍgorzyno;≥obeski;zachodniopomorskie
06-212;Sulicha;;;Krasnosielc;makowski;mazowieckie
84-110;Sulicice;;;Krokowa;pucki;pomorskie
84-110;Sulicice (Ameryka);;;Krokowa;pucki;pomorskie
84-110;Sulicice (Sulicice-Wybudowanie);;;Krokowa;pucki;pomorskie
11-430;Suliki;;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
72-405;Sulikowo;;;åwierzno;kamieÒski;zachodniopomorskie
78-452;Sulikowo;;;Barwice;szczecinecki;zachodniopomorskie
29-135;SulikÛw;;;RadkÛw;w≥oszczowski;úwiÍtokrzyskie
59-975;SulikÛw;;;SulikÛw;zgorzelecki;dolnoúlπskie
59-975;SulikÛw (PodgÛrze);;;SulikÛw;zgorzelecki;dolnoúlπskie
76-150;Sulimice;;;Dar≥owo;s≥awieÒski;zachodniopomorskie
56-300;Sulimierz;;;Milicz;milicki;dolnoúlπskie
74-300;Sulimierz;;;MyúlibÛrz;myúliborski;zachodniopomorskie
74-300;Sulimierz (DzierzgÛw);;;MyúlibÛrz;myúliborski;zachodniopomorskie
22-540;SulimÛw;;;Do≥hobyczÛw;hrubieszowski;lubelskie
55-010;SulimÛw;;;Siechnice;wroc≥awski;dolnoúlπskie
11-500;Sulimy;;;Giøycko;giøycki;warmiÒsko-mazurskie
12-230;Sulimy;;;Bia≥a Piska;piski;warmiÒsko-mazurskie
18-414;Sulimy;;;NowogrÛd;≥omøyÒski;podlaskie
95-045;Sulimy;;;ParzÍczew;zgierski;≥Ûdzkie
62-271;Sulin;;;K≥ecko;gnieünieÒski;wielkopolskie
73-121;Sulino;;;Marianowo;stargardzki;zachodniopomorskie
73-200;Sulino;;;Choszczno;choszczeÒski;zachodniopomorskie
88-400;Sulinowo;;;Ønin;øniÒski;kujawsko-pomorskie
88-400;Sulinowo (BekanÛwka);;;Ønin;øniÒski;kujawsko-pomorskie
56-320;Suliradzice;;;Kroúnice;milicki;dolnoúlπskie
56-320;Suliradzice (Suliradzice nad Stawami);;;Kroúnice;milicki;dolnoúlπskie
56-320;Suliradzice (Suliradzice-GajÛwka);;;Kroúnice;milicki;dolnoúlπskie
49-200;Sulis≥aw;;;GrodkÛw;brzeski;opolskie
63-440;Sulis≥aw;;;RaszkÛw;ostrowski;wielkopolskie
27-670;Sulis≥awice;;;£oniÛw;sandomierski;úwiÍtokrzyskie
32-340;Sulis≥awice;;;Wolbrom;olkuski;ma≥opolskie
55-100;Sulis≥awice;;;Trzebnica;trzebnicki;dolnoúlπskie
57-212;Sulis≥awice;;;Zπbkowice ålπskie;zπbkowicki;dolnoúlπskie
58-100;Sulis≥awice;;;åwidnica;úwidnicki;dolnoúlπskie
38-462;Sulistrowa;;;ChorkÛwka;kroúnieÒski;podkarpackie
26-510;Sulistrowice;;;Chlewiska;szyd≥owiecki;mazowieckie
55-050;Sulistrowice;;;SobÛtka;wroc≥awski;dolnoúlπskie
55-050;Sulistrowiczki;;;SobÛtka;wroc≥awski;dolnoúlπskie
96-115;Suliszew;;;Nowy KawÍczyn;skierniewicki;≥Ûdzkie
73-150;Suliszewice;;;£obez;≥obeski;zachodniopomorskie
98-235;Suliszewice;;;B≥aszki;sieradzki;≥Ûdzkie
73-222;Suliszewo;;;Choszczno;choszczeÒski;zachodniopomorskie
78-500;Suliszewo;;;Drawsko Pomorskie;drawski;zachodniopomorskie
26-680;Suliszka;;;Wierzbica;radomski;mazowieckie
42-310;Suliszowice;;;Øarki;myszkowski;úlπskie
42-310;Suliszowice (Podlesie);;;Øarki;myszkowski;úlπskie
42-310;Suliszowice (Szczypie);;;Øarki;myszkowski;úlπskie
42-310;Suliszowice (Zastudnie);;;Øarki;myszkowski;úlπskie
26-020;SuliszÛw;;;Chmielnik;kielecki;úwiÍtokrzyskie
27-670;SuliszÛw;;;£oniÛw;sandomierski;úwiÍtokrzyskie
07-111;Sulki;;;Wierzbno;wÍgrowski;mazowieckie
18-413;Sulki;;;Miastkowo;≥omøyÒski;podlaskie
06-150;Sulkowo;;;åwiercze;pu≥tuski;mazowieckie
09-214;Sulkowo Rzeczne;;;Mochowo;sierpecki;mazowieckie
09-214;Sulkowo-Bariany;;;Mochowo;sierpecki;mazowieckie
22-420;Sulmice;;;SkierbieszÛw;zamojski;lubelskie
63-750;Sulmierzyce;;;Sulmierzyce;krotoszyÒski;wielkopolskie
98-338;Sulmierzyce;;;Sulmierzyce;pajÍczaÒski;≥Ûdzkie
98-338;Sulmierzyce-Kolonia;;;Sulmierzyce;pajÍczaÒski;≥Ûdzkie
83-331;Sulmin;;;Øukowo;kartuski;pomorskie
98-215;SulmÛw;;;GoszczanÛw;sieradzki;≥Ûdzkie
98-215;SulmÛwek;;;GoszczanÛw;sieradzki;≥Ûdzkie
06-126;Sulnikowo;;;Gzy;pu≥tuski;mazowieckie
86-100;Sulnowo;;;åwiecie;úwiecki;kujawsko-pomorskie
86-100;SulnÛwko;;;åwiecie;úwiecki;kujawsko-pomorskie
23-213;SulÛw;;;ZakrzÛwek;kraúnicki;lubelskie
64-830;Su≥aszewo;;;Margonin;chodzieski;wielkopolskie
34-120;Su≥kowice;Beskidzka;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;b≥. Siostry Faustyny;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Centralna;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Farmerska;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;GÛrska;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Grzybowa;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;KamieÒcowa;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;KosynierÛw;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Koúcielna;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Ks. Stanis≥awa Sikory;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;M≥yÒska;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Mostowa;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Nawieúnicka;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;OkrÍøna;10-32(p), 15-23(n);AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;OkrÍøna;1-3;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Rac≥awicka;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Sadowa;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Spokojna;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Stolarska;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Stroma;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;årodkowa;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Turystyczna;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Wiúniowa;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;WspÛlna;;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Za Grapπ;;AndrychÛw;wadowicki;ma≥opolskie
34-120;Su≥kowice;Zarzeczna;1-3, 5-9, 11-DK;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Zarzeczna;4, 10;AndrychÛw;wadowicki;ma≥opolskie
34-125;Su≥kowice;Zboøowa;;AndrychÛw;wadowicki;ma≥opolskie
05-650;Su≥kowice;;;ChynÛw;grÛjecki;mazowieckie
28-131;Su≥kowice;;;Solec-ZdrÛj;buski;úwiÍtokrzyskie
32-095;Su≥kowice;;;Iwanowice;krakowski;ma≥opolskie
32-440;Su≥kowice;;;Su≥kowice;myúlenicki;ma≥opolskie
63-840;Su≥kowice;;;Krobia;gostyÒski;wielkopolskie
99-120;Su≥kowice Drugie;;;Piπtek;≥Íczycki;≥Ûdzkie
99-120;Su≥kowice Pierwsze;;;Piπtek;≥Íczycki;≥Ûdzkie
73-110;Su≥kowo;;;Stargard;stargardzki;zachodniopomorskie
73-236;Su≥kowo;;;Pe≥czyce;choszczeÒski;zachodniopomorskie
87-890;Su≥kowo;;;Lubraniec;w≥oc≥awski;kujawsko-pomorskie
73-110;Su≥kowo (BÍbnikπt);;;Stargard;stargardzki;zachodniopomorskie
06-445;Su≥kowo Borowe;;;Strzegowo;m≥awski;mazowieckie
06-445;Su≥kowo Polne;;;Strzegowo;m≥awski;mazowieckie
06-560;Su≥kowo-Kolonia;;;Stupsk;m≥awski;mazowieckie
26-260;Su≥kÛw;;;Fa≥kÛw;konecki;úwiÍtokrzyskie
26-804;Su≥kÛw;;;Stromiec;bia≥obrzeski;mazowieckie
29-105;Su≥kÛw;;;Krasocin;w≥oszczowski;úwiÍtokrzyskie
32-020;Su≥kÛw;;;Wieliczka;wielicki;ma≥opolskie
48-120;Su≥kÛw;;;BaborÛw;g≥ubczycki;opolskie
56-200;Su≥kÛw;;;GÛra;gÛrowski;dolnoúlπskie
56-200;Su≥kÛw (Øarki);;;GÛra;gÛrowski;dolnoúlπskie
87-851;Su≥kÛwek;;;Boniewo;w≥oc≥awski;kujawsko-pomorskie
09-200;Su≥ocin-Teodory;;;Sierpc;sierpecki;mazowieckie
09-200;Su≥ocin-Towarzystwo;;;Sierpc;sierpecki;mazowieckie
72-510;Su≥omino;;;Wolin;kamieÒski;zachodniopomorskie
32-045;Su≥oszowa;;;Su≥oszowa;krakowski;ma≥opolskie
32-045;Su≥oszowa (M≥yny Pieskoskalskie);;;Su≥oszowa;krakowski;ma≥opolskie
32-045;Su≥oszowa (Pieskowa Ska≥a);;;Su≥oszowa;krakowski;ma≥opolskie
32-045;Su≥oszowa (Podzamcze);;;Su≥oszowa;krakowski;ma≥opolskie
21-150;Su≥oszyn;;;Firlej;lubartowski;lubelskie
78-520;Su≥oszyn;;;Z≥ocieniec;drawski;zachodniopomorskie
22-448;Su≥owiec;;;Su≥Ûw;zamojski;lubelskie
11-230;Su≥owo;;;Bisztynek;bartoszycki;warmiÒsko-mazurskie
73-200;Su≥owo;;;Choszczno;choszczeÒski;zachodniopomorskie
11-230;Su≥owo (Winiec);;;Bisztynek;bartoszycki;warmiÒsko-mazurskie
22-448;Su≥Ûw;;;Su≥Ûw;zamojski;lubelskie
32-020;Su≥Ûw;;;Biskupice;wielicki;ma≥opolskie
56-300;Su≥Ûw;;;Milicz;milicki;dolnoúlπskie
69-110;Su≥Ûw;;;Rzepin;s≥ubicki;lubuskie
63-940;Su≥Ûw Ma≥y;;;Bojanowo;rawicki;wielkopolskie
56-210;Su≥Ûw Wielki;;;Wπsosz;gÛrowski;dolnoúlπskie
22-448;Su≥Ûwek;;;Su≥Ûw;zamojski;lubelskie
69-100;Su≥Ûwek;;;S≥ubice;s≥ubicki;lubuskie
22-448;Su≥Ûw-Kolonia;;;Su≥Ûw;zamojski;lubelskie
74-304;Sumiak;;;NowogrÛdek Pomorski;myúliborski;zachodniopomorskie
07-320;SumiÍøne;;;Ma≥kinia GÛrna;ostrowski;mazowieckie
13-334;Sumin;;;Biskupiec;nowomiejski;warmiÒsko-mazurskie
22-234;Sumin;;;Urszulin;w≥odawski;lubelskie
22-604;Sumin;;;Tarnawatka;tomaszowski;lubelskie
62-618;Sumin;;;Wierzbinek;koniÒski;wielkopolskie
77-124;Sumin;;;Parchowo;bytowski;pomorskie
83-200;Sumin;;;Starogard GdaÒski;starogardzki;pomorskie
87-340;Sumin;;;Osiek;brodnicki;kujawsko-pomorskie
87-620;Sumin;;;KikÛ≥;lipnowski;kujawsko-pomorskie
44-295;Sumina;;;Lyski;rybnicki;úlπskie
87-605;Suminek;;;T≥uchowo;lipnowski;kujawsko-pomorskie
12-250;Sumki;;;Orzysz;piski;warmiÒsko-mazurskie
16-404;Sumowo;;;Jeleniewo;suwalski;podlaskie
16-503;Sumowo;;;Sejny;sejneÒski;podlaskie
19-504;Sumowo;;;Dubeninki;go≥dapski;warmiÒsko-mazurskie
87-305;Sumowo;;;Zbiczno;brodnicki;kujawsko-pomorskie
87-305;SumÛwko;;;Zbiczno;brodnicki;kujawsko-pomorskie
87-340;SumÛwko;;;Osiek;brodnicki;kujawsko-pomorskie
16-424;Supienie;;;FilipÛw;suwalski;podlaskie
86-022;Suponin;;;Dobrcz;bydgoski;kujawsko-pomorskie
16-030;Supraúl;;;Supraúl;bia≥ostocki;podlaskie
16-030;Supraúl (DÍbowik);;;Supraúl;bia≥ostocki;podlaskie
16-030;Supraúl (Podsupraúl);;;Supraúl;bia≥ostocki;podlaskie
16-050;Supruny;;;Micha≥owo;bia≥ostocki;podlaskie
18-423;Supy;;;Przytu≥y;≥omøyÒski;podlaskie
87-600;Suradowo;;;Lipno;lipnowski;kujawsko-pomorskie
87-603;SuradÛwek;;;Wielgie;lipnowski;kujawsko-pomorskie
18-507;Sura≥y;;;Grabowo;kolneÒski;podlaskie
18-105;Suraø;;;Suraø;bia≥ostocki;podlaskie
16-030;Suraøkowo;;;Supraúl;bia≥ostocki;podlaskie
14-230;Surbajny;;;Zalewo;i≥awski;warmiÒsko-mazurskie
22-310;SurhÛw;;;Kraúniczyn;krasnostawski;lubelskie
22-310;SurhÛw-Kolonia;;;Kraúniczyn;krasnostawski;lubelskie
21-500;Surmacze;;;Bia≥a Podlaska;bialski;lubelskie
37-544;SurmaczÛwka;;;Wiπzownica;jaros≥awski;podkarpackie
19-520;Surminy;;;Banie Mazurskie;go≥dapski;warmiÒsko-mazurskie
19-520;Surminy (BoÊwinka);;;Banie Mazurskie;go≥dapski;warmiÒsko-mazurskie
11-731;SurmÛwka;;;Sorkwity;mrπgowski;warmiÒsko-mazurskie
11-731;SurmÛwka (SzelπgÛwka);;;Sorkwity;mrπgowski;warmiÒsko-mazurskie
37-541;SurochÛw;;;Jaros≥aw;jaros≥awski;podkarpackie
39-305;Surowa;;;Borowa;mielecki;podkarpackie
68-200;Surowa;;;Øary;øarski;lubuskie
07-431;Surowe;;;Czarnia;ostro≥Ícki;mazowieckie
14-400;Surowe;;;Pas≥Ík;elblπski;warmiÒsko-mazurskie
11-600;Surwile;;;WÍgorzewo;wÍgorzewski;warmiÒsko-mazurskie
11-100;Suryty;;;Lidzbark WarmiÒski;lidzbarski;warmiÒsko-mazurskie
14-330;Surzyki Ma≥e;;;Ma≥dyty;ostrÛdzki;warmiÒsko-mazurskie
14-330;Surzyki Wielkie;;;Ma≥dyty;ostrÛdzki;warmiÒsko-mazurskie
14-330;Surzyki Wielkie (Bagnity);;;Ma≥dyty;ostrÛdzki;warmiÒsko-mazurskie
09-550;Suserz;;;Szczawin Koúcielny;gostyniÒski;mazowieckie
22-672;Susiec;;;Susiec;tomaszowski;lubelskie
22-672;Susiec (ZagÛra);;;Susiec;tomaszowski;lubelskie
09-212;Susk;;;Sierpc;sierpecki;mazowieckie
07-411;Susk Nowy;;;RzekuÒ;ostro≥Ícki;mazowieckie
09-212;Susk Nowy;;;Sierpc;sierpecki;mazowieckie
07-411;Susk Stary;;;RzekuÒ;ostro≥Ícki;mazowieckie
26-800;Suski M≥ynek;;;Bia≥obrzegi;bia≥obrzeski;mazowieckie
26-670;Suskowola;;;Pionki;radomski;mazowieckie
26-670;Suskowola (CyganÛwka);;;Pionki;radomski;mazowieckie
26-020;Suskrajowice;;;Chmielnik;kielecki;úwiÍtokrzyskie
66-130;Sus≥Ûw;;;Bojad≥a;zielonogÛrski;lubuskie
14-240;Susz;;;Susz;i≥awski;warmiÒsko-mazurskie
16-050;Suszcza;;;Micha≥owo;bia≥ostocki;podlaskie
43-267;Suszec;;;Suszec;pszczyÒski;úlπskie
96-323;Suszeniec;;;MszczonÛw;øyrardowski;mazowieckie
22-330;SuszeÒ;;;Rudnik;krasnostawski;lubelskie
62-436;Suszewo;;;Orchowo;s≥upecki;wielkopolskie
87-600;Suszewo;;;Wielgie;lipnowski;kujawsko-pomorskie
62-610;Suszewy;;;Sompolno;koniÒski;wielkopolskie
23-425;Suszka;;;Biszcza;bi≥gorajski;lubelskie
57-230;Suszka;;;Kamieniec Zπbkowicki;zπbkowicki;dolnoúlπskie
76-004;Suszka;;;SianÛw;koszaliÒski;zachodniopomorskie
77-320;Suszka;;;Przechlewo;cz≥uchowski;pomorskie
59-700;Suszki;;;Boles≥awiec;boles≥awiecki;dolnoúlπskie
48-385;Suszkowice;;;OtmuchÛw;nyski;opolskie
22-200;Suszno;;;W≥odawa;w≥odawski;lubelskie
22-200;Suszno (Suszno-Kolonia);;;W≥odawa;w≥odawski;lubelskie
22-652;SuszÛw;;;Telatyn;tomaszowski;lubelskie
22-652;SuszÛw (SuszÛw-Osada);;;Telatyn;tomaszowski;lubelskie
57-409;Suszyna;;;RadkÛw;k≥odzki;dolnoúlπskie
63-720;Suúnia;;;Koümin Wielkopolski;krotoszyÒski;wielkopolskie
11-430;Suúnik;;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
11-430;Suúnik (Wygoda);;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
33-202;SutkÛw;;;Dπbrowa Tarnowska;dπbrowski;ma≥opolskie
17-307;Sutno;;;Mielnik;siemiatycki;podlaskie
09-135;Suwaki;;;Siemiπtkowo;øuromiÒski;mazowieckie
87-423;Suwa≥a;;;Golub-DobrzyÒ;golubsko-dobrzyÒski;kujawsko-pomorskie
16-400;Suwa≥ki;;;Suwa≥ki;Suwa≥ki;podlaskie
07-203;Suwin;;;Somianka;wyszkowski;mazowieckie
11-015;Swaderki;;;Olsztynek;olsztyÒski;warmiÒsko-mazurskie
62-080;Swadzim;;;Tarnowo PodgÛrne;poznaÒski;wielkopolskie
74-322;Swadzim;;;Barlinek;myúliborski;zachodniopomorskie
83-115;Swaroøyn;;;Tczew;tczewski;pomorskie
22-435;SwaryczÛw;;;KomarÛw-Osada;zamojski;lubelskie
28-340;SwaryszÛw;;;SÍdziszÛw;jÍdrzejowski;úwiÍtokrzyskie
84-100;Swarzewo;;;Puck;pucki;pomorskie
62-020;SwarzÍdz;;;SwarzÍdz;poznaÒski;wielkopolskie
33-210;SwarzÛw;;;Olesno;dπbrowski;ma≥opolskie
66-133;Swarzynice;;;TrzebiechÛw;zielonogÛrski;lubuskie
08-500;Swaty;;;Ryki;rycki;lubelskie
08-500;Swaty (Kazimierzyn);;;Ryki;rycki;lubelskie
14-407;SwÍdkowo;;;Godkowo;elblπski;warmiÒsko-mazurskie
95-010;SwÍdÛw;;;StrykÛw;zgierski;≥Ûdzkie
11-230;SwÍdrÛwka;;;Bisztynek;bartoszycki;warmiÒsko-mazurskie
98-161;SwÍdzieniejewice;;;Zapolice;zduÒskowolski;≥Ûdzkie
74-110;Swobnica;;;Banie;gryfiÒski;zachodniopomorskie
05-332;Swoboda;;;Siennica;miÒski;mazowieckie
09-550;Swoboda;;;Szczawin Koúcielny;gostyniÒski;mazowieckie
21-025;Swoboda;;;Niemce;lubelski;lubelskie
62-850;Swoboda;;;LiskÛw;kaliski;wielkopolskie
64-820;Swoboda;;;Szamocin;chodzieski;wielkopolskie
95-001;Swoboda;;;Zgierz;zgierski;≥Ûdzkie
98-360;Swoboda;;;LututÛw;wieruszowski;≥Ûdzkie
11-040;Swobodna;;;Dobre Miasto;olsztyÒski;warmiÒsko-mazurskie
05-180;Swobodnia;;;Zakroczym;nowodworski;mazowieckie
74-202;Swochowo;;;Bielice;pyrzycki;zachodniopomorskie
76-200;Swochowo;;;S≥upsk;s≥upski;pomorskie
72-130;Swojcino;;;Maszewo;goleniowski;zachodniopomorskie
32-250;Swojczany;;;Charsznica;miechowski;ma≥opolskie
09-317;SwojÍcin;;;Lutocin;øuromiÒski;mazowieckie
14-105;Swojki;;;£ukta;ostrÛdzki;warmiÒsko-mazurskie
27-545;SwojkÛw;;;Lipnik;opatowski;úwiÍtokrzyskie
55-216;SwojkÛw;;;DomaniÛw;o≥awski;dolnoúlπskie
27-545;SwojkÛw (Pod Maløynem);;;Lipnik;opatowski;úwiÍtokrzyskie
27-545;SwojkÛw (Z Nadzia≥u);;;Lipnik;opatowski;úwiÍtokrzyskie
97-320;Swolszewice Duøe;;;WolbÛrz;piotrkowski;≥Ûdzkie
97-213;Swolszewice Ma≥e;;;TomaszÛw Mazowiecki;tomaszowski;≥Ûdzkie
76-200;Swo≥owo;;;S≥upsk;s≥upski;pomorskie
99-200;Sworawa;;;PoddÍbice;poddÍbicki;≥Ûdzkie
99-200;Sworawa (Brzezinki);;;PoddÍbice;poddÍbicki;≥Ûdzkie
89-608;Swornegacie;;;Chojnice;chojnicki;pomorskie
28-221;SworoÒ;;;Osiek;staszowski;úwiÍtokrzyskie
63-920;Sworowo;;;Pakos≥aw;rawicki;wielkopolskie
21-536;Swory;;;Bia≥a Podlaska;bialski;lubelskie
26-200;Sworzyce;;;KoÒskie;konecki;úwiÍtokrzyskie
62-065;Sworzyce;;;Grodzisk Wielkopolski;grodziski;wielkopolskie
38-247;Swoszowa;;;Szerzyny;tarnowski;ma≥opolskie
28-506;Swoszowice;;;Czarnocin;kazimierski;úwiÍtokrzyskie
06-445;Syberia;;;Strzegowo;m≥awski;mazowieckie
09-303;Syberia;;;Lubowidz;øuromiÒski;mazowieckie
95-060;Syberia;;;Brzeziny;brzeziÒski;≥Ûdzkie
09-303;Syberia (Wapniska);;;Lubowidz;øuromiÒski;mazowieckie
98-113;SycanÛw;;;Buczek;≥aski;≥Ûdzkie
76-251;Sycewice;;;Kobylnica;s≥upski;pomorskie
62-610;Sycewo;;;Sompolno;koniÒski;wielkopolskie
84-242;Sychowo;;;Luzino;wejherowski;pomorskie
83-406;Sycowa Huta;;;Koúcierzyna;koúcierski;pomorskie
66-112;Sycowice;;;CzerwieÒsk;zielonogÛrski;lubuskie
56-500;SycÛw;;;SycÛw;oleúnicki;dolnoúlπskie
56-500;SycÛw (MaliszÛw);;;SycÛw;oleúnicki;dolnoúlπskie
56-500;SycÛw (Zawady);;;SycÛw;oleúnicki;dolnoúlπskie
64-606;Sycyn;;;Oborniki;obornicki;wielkopolskie
21-500;Sycyna;;;Bia≥a Podlaska;bialski;lubelskie
26-700;Sycyna Po≥udniowa;;;ZwoleÒ;zwoleÒski;mazowieckie
26-700;Sycyna PÛ≥nocna;;;ZwoleÒ;zwoleÒski;mazowieckie
26-700;Sycyna-Kolonia;;;ZwoleÒ;zwoleÒski;mazowieckie
17-330;Sycze;;;Nurzec-Stacja;siemiatycki;podlaskie
22-114;SyczÛw;;;Ømudü;che≥mski;lubelskie
22-150;Syczyn;;;Wierzbica;che≥mski;lubelskie
26-700;SydÛ≥;;;ZwoleÒ;zwoleÒski;mazowieckie
28-236;Sydzyna;;;Rytwiany;staszowski;úwiÍtokrzyskie
32-020;SygneczÛw;;;Wieliczka;wielicki;ma≥opolskie
42-250;Sygontka;;;PrzyrÛw;czÍstochowski;úlπskie
11-400;Sykstyny;;;KÍtrzyn;kÍtrzyÒski;warmiÒsko-mazurskie
87-853;Syku≥a;;;W≥oc≥awek;w≥oc≥awski;kujawsko-pomorskie
77-124;Sylczno;;;Parchowo;bytowski;pomorskie
77-124;Sylczno (Garbacz);;;Parchowo;bytowski;pomorskie
26-333;SylwerynÛw;;;Paradyø;opoczyÒski;≥Ûdzkie
99-205;Symonia;;;DalikÛw;poddÍbicki;≥Ûdzkie
16-205;Synkowce;;;Nowy DwÛr;sokÛlski;podlaskie
62-618;SynogaÊ;;;Wierzbinek;koniÒski;wielkopolskie
82-550;Sypanica;;;Prabuty;kwidzyÒski;pomorskie
99-416;SypieÒ;;;NieborÛw;≥owicki;≥Ûdzkie
99-120;Sypin;;;Piπtek;≥Íczycki;≥Ûdzkie
19-314;Sypitki;;;Kalinowo;e≥cki;warmiÒsko-mazurskie
17-315;Sypnie Nowe;;;Grodzisk;siemiatycki;podlaskie
64-962;Sypniewko;;;Jastrowie;z≥otowski;wielkopolskie
06-216;Sypniewo;;;Sypniewo;makowski;mazowieckie
64-832;Sypniewo;;;Margonin;chodzieski;wielkopolskie
64-962;Sypniewo;;;Jastrowie;z≥otowski;wielkopolskie
89-422;Sypniewo;;;WiÍcbork;sÍpoleÒski;kujawsko-pomorskie
89-422;Sypniewo (Wybudowanie Lewe);;;WiÍcbork;sÍpoleÒski;kujawsko-pomorskie
89-422;Sypniewo (Wybudowanie Prawe);;;WiÍcbork;sÍpoleÒski;kujawsko-pomorskie
89-422;Sypniewo-Leúnictwo;;;WiÍcbork;sÍpoleÒski;kujawsko-pomorskie
28-440;SypÛw;;;Dzia≥oszyce;piÒczowski;úwiÍtokrzyskie
78-230;Syrkowice;;;Karlino;bia≥ogardzki;zachodniopomorskie
07-210;Syropiast;;;D≥ugosiod≥o;wyszkowski;mazowieckie
21-132;Syry;;;Kamionka;lubartowski;lubelskie
44-361;Syrynia;;;Lubomia;wodzis≥awski;úlπskie
26-341;Syski;;;MniszkÛw;opoczyÒski;≥Ûdzkie
95-080;Syski;;;Tuszyn;≥Ûdzki wschodni;≥Ûdzkie
17-312;Sytki;;;Drohiczyn;siemiatycki;podlaskie
87-301;Szabda;;;Brodnica;brodnicki;kujawsko-pomorskie
26-200;Szabelnia;;;KoÒskie;konecki;úwiÍtokrzyskie
18-414;Szablak;;;NowogrÛd;≥omøyÒski;podlaskie
18-525;Szablaki;;;Turoúl;kolneÒski;podlaskie
83-425;Szablewo;;;Dziemiany;koúcierski;pomorskie
18-411;Szab≥y M≥ode;;;åniadowo;≥omøyÒski;podlaskie
21-570;Szachy;;;DrelÛw;bialski;lubelskie
16-140;Szaci≥Ûwka;;;Korycin;sokÛlski;podlaskie
16-002;Szaci≥y;;;Dobrzyniewo Duøe;bia≥ostocki;podlaskie
16-120;Szaci≥y;;;Krynki;sokÛlski;podlaskie
19-124;Szaci≥y;;;Jaúwi≥y;moniecki;podlaskie
62-812;Szadek;;;BlizanÛw;kaliski;wielkopolskie
62-834;Szadek;;;CekÛw-Kolonia;kaliski;wielkopolskie
98-240;Szadek;;;Szadek;zduÒskowolski;≥Ûdzkie
98-240;Szadek (Bobownia);;;Szadek;zduÒskowolski;≥Ûdzkie
98-240;Szadek (Grabowiny);;;Szadek;zduÒskowolski;≥Ûdzkie
98-240;Szadek (Krucica);;;Szadek;zduÒskowolski;≥Ûdzkie
98-240;Szadek (Osiny);;;Szadek;zduÒskowolski;≥Ûdzkie
05-140;Szadki;;;Serock;legionowski;mazowieckie
26-332;Szadkowice;;;S≥awno;opoczyÒski;≥Ûdzkie
98-240;Szadkowice;;;Szadek;zduÒskowolski;≥Ûdzkie
